Forecast time,forecast,Temperature,Humidity,WindSpeed,WindDirection,Cloud
2021-07-04 17:00:00,1,22,80,1.7,17,4
2021-07-04 17:00:00,2,22,80,1.6,18,4
2021-07-04 17:00:00,3,21,80,1.2,5,4
2021-07-04 17:00:00,4,21,80,0.9,347,4
2021-07-04 17:00:00,5,21,85,0.7,304,4
2021-07-04 17:00:00,6,21,85,1.1,280,4
2021-07-04 17:00:00,7,20,85,1.4,274,4
2021-07-04 17:00:00,8,19,90,1.4,278,4
2021-07-04 17:00:00,9,19,90,1.1,243,4
2021-07-04 17:00:00,10,19,90,0.8,210,4
2021-07-04 17:00:00,11,19,90,1.1,207,4
2021-07-04 17:00:00,12,19,90,1.4,216,4
2021-07-04 17:00:00,13,19,90,0.9,221,4
2021-07-04 17:00:00,14,19,95,1.5,217,4
2021-07-04 17:00:00,15,19,90,1.7,213,4
2021-07-04 17:00:00,16,20,90,1.7,216,4
2021-07-04 17:00:00,17,21,85,1.6,218,4
2021-07-04 17:00:00,18,23,80,1.8,209,4
2021-07-04 17:00:00,19,24,75,2.7,211,4
2021-07-04 17:00:00,20,24,75,3.7,211,4
2021-07-04 17:00:00,21,25,70,4,215,4
2021-07-04 17:00:00,22,25,75,3.7,221,4
2021-07-04 17:00:00,23,24,75,3.8,223,4
2021-07-04 17:00:00,24,24,70,3.3,229,3
2021-07-04 17:00:00,25,24,75,3.1,232,4
2021-07-04 17:00:00,26,24,75,2.1,229,4
2021-07-04 17:00:00,27,22,80,1.7,211,4
2021-07-04 17:00:00,28,22,80,1.9,208,4
2021-07-04 17:00:00,29,21,85,1.7,204,4
2021-07-04 17:00:00,30,21,90,1.3,212,4
2021-07-04 17:00:00,31,20,90,1.3,209,4
2021-07-04 17:00:00,32,20,95,0.9,198,4
2021-07-04 17:00:00,33,20,90,1,217,4
2021-07-04 17:00:00,34,20,90,0.5,259,4
2021-07-04 17:00:00,35,20,90,0.4,360,3
2021-07-04 17:00:00,36,19,90,0.4,45,3
2021-07-04 17:00:00,37,19,90,0.2,117,1
2021-07-04 17:00:00,38,20,95,0.2,63,1
2021-07-04 17:00:00,39,21,90,0.9,18,1
2021-07-04 17:00:00,40,22,80,0.7,34,1
2021-07-04 17:00:00,41,24,75,0.5,143,1
2021-07-04 17:00:00,42,25,75,1.1,195,1
2021-07-04 17:00:00,43,26,70,1.6,210,1
2021-07-04 17:00:00,44,27,65,1.8,218,1
2021-07-04 17:00:00,45,28,65,1.8,232,1
2021-07-04 17:00:00,46,28,60,1.8,225,1
2021-07-04 17:00:00,47,28,60,1.7,220,1
2021-07-04 17:00:00,48,28,65,2,217,1
2021-07-04 17:00:00,49,27,70,1.9,196,1
2021-07-04 17:00:00,50,26,75,1.6,194,1
2021-07-04 17:00:00,51,25,80,1.9,205,3
2021-07-04 17:00:00,52,24,85,1.9,198,3
2021-07-04 17:00:00,53,23,85,1.8,183,3
2021-07-04 17:00:00,54,23,90,1.4,168,4
2021-07-04 17:00:00,55,22,90,0.9,167,4
2021-07-04 17:00:00,56,22,90,1.1,128,4
2021-07-04 17:00:00,57,22,90,1.4,120,4
2021-07-04 17:00:00,58,22,90,1.6,137,4
2021-07-04 17:00:00,59,22,90,1.3,132,4
2021-07-04 17:00:00,60,21,90,1.4,126,4
2021-07-04 17:00:00,61,21,90,1.3,132,4
2021-07-04 17:00:00,62,21,95,1.2,145,4
2021-07-04 17:00:00,63,22,95,1.9,122,4
2021-07-04 17:00:00,64,23,90,2.6,118,4
2021-07-04 17:00:00,65,24,90,2.7,138,4
2021-07-04 17:00:00,66,25,85,2.6,130,4
2021-07-04 17:00:00,67,25,85,3.1,123,4
2021-07-04 17:00:00,68,26,80,3.6,122,4
2021-07-04 17:00:00,69,26,80,3.9,167,4
2021-07-04 17:00:00,70,26,80,2.9,198,4
2021-07-04 17:00:00,71,25,80,2.2,198,4
2021-07-04 17:00:00,72,25,75,2.2,190,4
2021-07-04 17:00:00,73,25,80,1.7,190,4
2021-07-04 17:00:00,74,24,80,1.8,186,4
2021-07-04 17:00:00,75,23,85,1.6,180,4
2021-07-04 17:00:00,76,23,85,1.6,195,4
2021-07-04 17:00:00,77,22,85,1.4,135,4
2021-07-04 17:00:00,78,22,90,1.4,150,4
2021-07-04 17:00:00,79,22,85,1.6,166,4
2021-07-04 20:00:00,1,21,80,0.9,347,4
2021-07-04 20:00:00,2,21,85,0.7,304,4
2021-07-04 20:00:00,3,21,85,1.1,280,4
2021-07-04 20:00:00,4,20,85,1.4,274,4
2021-07-04 20:00:00,5,19,90,1.4,278,4
2021-07-04 20:00:00,6,19,90,1.1,243,4
2021-07-04 20:00:00,7,19,90,0.8,210,4
2021-07-04 20:00:00,8,19,90,1.1,207,4
2021-07-04 20:00:00,9,19,90,1.4,216,4
2021-07-04 20:00:00,10,19,90,0.9,221,4
2021-07-04 20:00:00,11,19,95,1.5,217,4
2021-07-04 20:00:00,12,19,90,1.7,213,4
2021-07-04 20:00:00,13,20,90,1.7,216,4
2021-07-04 20:00:00,14,21,85,1.6,218,4
